,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_raw,ocorrencia_mes,ocorrencia_ano,ocorrencia_hora_raw,ano_mes
2838,77780,77780,77780,77780,77780,INCIDENTE,-3.775833333,-38.53222222,FORTALEZA,CE,BRASIL,SBFZ,23,2,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/23/2018 0:00,3,2018,1/1/1900 2:45,2018-03
2839,77779,77779,77779,77779,77779,INCIDENTE,-23.62611111,-46.65638889,SÃO PAULO,SP,BRASIL,SBSP,28,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/28/2018 0:00,3,2018,1/1/1900 17:50,2018-03
2840,77778,77778,77778,77778,77778,ACIDENTE,-2.760277778,-48.94444444,TAILÂNDIA,PA,BRASIL,***,28,12,SIM,FINALIZADA,A-054/CENIPA/2018,SIM,7/27/2018,0,1,NÃO,3/28/2018 0:00,3,2018,1/1/1900 12:00,2018-03
2841,77775,77775,77775,77775,77775,INCIDENTE,-25.53166667,-49.17611111,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,SBCT,25,1,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/25/2018 0:00,3,2018,1/1/1900 1:47,2018-03
2842,77774,77774,77774,77774,77774,INCIDENTE,-8.713611111,-63.90277778,PORTO VELHO,RO,BRASIL,SBPV,27,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/27/2018 0:00,3,2018,1/1/1900 19:54,2018-03
2843,77773,77773,77773,77773,77773,ACIDENTE,-22.9520235,-46.5418586,BRAGANÇA PAULISTA,SP,BRASIL,***,25,21,SIM,,,NÃO,,0,1,NÃO,3/25/2018 0:00,3,2018,1/1/1900 21:00,2018-03
2844,77771,77771,77771,77771,77771,ACIDENTE,-17.6001378,-42.1620269,SETUBINHA,MG,BRASIL,***,18,17,SIM,FINALIZADA,,SIM,12/18/2019,0,1,NÃO,3/18/2018 0:00,3,2018,1/1/1900 17:00,2018-03
2845,77770,77770,77770,77770,77770,ACIDENTE,-21.15194444,-50.43083333,ARAÇATUBA,SP,BRASIL,***,22,18,SIM,FINALIZADA,A-051/CENIPA/2018,SIM,12/4/2018,1,1,NÃO,3/22/2018 0:00,3,2018,1/1/1900 18:15,2018-03
2846,77769,77769,77769,77769,77769,INCIDENTE,-21.7318163,-41.3289071,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,24,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/24/2018 0:00,3,2018,1/1/1900 16:57,2018-03
2847,77768,77768,77768,77768,77768,ACIDENTE,-22.74,-43.46,NOVA IGUAÇU,RJ,BRASIL,***,23,18,SIM,FINALIZADA,A-053/CENIPA/2018,SIM,12/18/2019,0,1,NÃO,3/23/2018 0:00,3,2018,1/1/1900 18:30,2018-03
2848,77766,77766,77766,77766,77766,ACIDENTE,-29.37222222,-50.83361111,CANELA,RS,BRASIL,SSCN,23,21,SIM,FINALIZADA,A-052/CENIPA/2018,SIM,4/22/2020,2,1,SIM,3/23/2018 0:00,3,2018,1/1/1900 21:20,2018-03
2849,77765,77765,77765,77765,77765,INCIDENTE GRAVE,-6.2196518,-57.758625,JACAREACANGA,PA,BRASIL,SNKH,21,17,SIM,,,NÃO,,0,1,NÃO,3/21/2018 0:00,3,2018,1/1/1900 17:00,2018-03
2850,77764,77764,77764,77764,77764,INCIDENTE,-23.62611111,-46.65638889,SÃO PAULO,SP,BRASIL,SBSP,21,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/21/2018 0:00,3,2018,1/1/1900 20:00,2018-03
2851,77763,77763,77763,77763,77763,INCIDENTE,-29.71972222,-51.48888889,MONTENEGRO,RS,BRASIL,SSNG,31,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/31/2018 0:00,1,2018,1/1/1900 13:30,2018-01
2852,77761,77761,77761,77761,77761,INCIDENTE GRAVE,-11.8577512,-55.496788,SINOP,MT,BRASIL,SWVR,18,12,SIM,,,NÃO,,0,1,NÃO,3/18/2018 0:00,3,2018,1/1/1900 12:40,2018-03
2853,77757,77757,77757,77757,77757,INCIDENTE GRAVE,-29.41527778,-49.81055556,TORRES,RS,BRASIL,SBTR,18,20,SIM,,,NÃO,,0,1,NÃO,3/18/2018 0:00,3,2018,1/1/1900 20:30,2018-03
2854,77756,77756,77756,77756,77756,INCIDENTE GRAVE,-7.844444444,-34.89138889,IGARASSU,PE,BRASIL,SIFC,18,18,SIM,FINALIZADA,,NÃO,,0,1,NÃO,3/18/2018 0:00,3,2018,1/1/1900 18:45,2018-03
2855,77755,77755,77755,77755,77755,INCIDENTE GRAVE,-9.0118278,-35.23,MARAGOGI,AL,BRASIL,***,18,17,SIM,FINALIZADA,,NÃO,,0,1,NÃO,3/18/2018 0:00,3,2018,1/1/1900 17:15,2018-03
2856,77754,77754,77754,77754,77754,INCIDENTE GRAVE,-22.9520235,-46.5418586,BRAGANÇA PAULISTA,SP,BRASIL,SDVH,17,15,SIM,FINALIZADA,,NÃO,,0,1,SIM,3/17/2018 0:00,3,2018,1/1/1900 15:20,2018-03
2857,77753,77753,77753,77753,77753,ACIDENTE,-21.40111111,-49.91305556,AVANHANDAVA,SP,BRASIL,***,16,13,SIM,FINALIZADA,A-048/CENIPA/2018,SIM,11/7/2018,0,1,NÃO,3/16/2018 0:00,3,2018,1/1/1900 13:00,2018-03
2858,77752,77752,77752,77752,77752,ACIDENTE,-1.7669992,-55.868285,ORIXIMINÁ,PA,BRASIL,***,16,12,SIM,FINALIZADA,A-049/CENIPA/2018,SIM,5/29/2020,2,1,NÃO,3/16/2018 0:00,3,2018,1/1/1900 12:40,2018-03
2859,77751,77751,77751,77751,77751,INCIDENTE,-22.85916667,-47.10805556,CAMPINAS,SP,BRASIL,SDAM,16,15,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/16/2018 0:00,3,2018,1/1/1900 15:35,2018-03
2860,77750,77750,77750,77750,77750,ACIDENTE,-1.65,-50.12472,CURRALINHO,PA,BRASIL,***,15,15,,FINALIZADA,A-047/CENIPA/2018,SIM,7/8/2021,2,1,NÃO,3/15/2018 0:00,3,2018,1/1/1900 15:00,2018-03
2861,77749,77749,77749,77749,77749,ACIDENTE,-16.78611111,-43.88166667,MONTES CLAROS,MG,BRASIL,***,14,15,SIM,FINALIZADA,A-046/CENIPA/2018,SIM,11/3/2022,0,1,NÃO,3/14/2018 0:00,3,2018,1/1/1900 15:30,2018-03
2862,77747,77747,77747,77747,77747,INCIDENTE,-23.33194444,-47.88,TATUÍ,SP,BRASIL,SDTF,11,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/11/2018 0:00,3,2018,1/1/1900 18:00,2018-03
2863,77743,77743,77743,77743,77743,ACIDENTE,-21.31,-48.18,JABOTICABAL,SP,BRASIL,***,13,13,SIM,FINALIZADA,A-045/CENIPA/2018,SIM,9/17/2021,0,1,NÃO,3/13/2018 0:00,3,2018,1/1/1900 13:00,2018-03
2864,77742,77742,77742,77742,77742,ACIDENTE,-8.336666667,-44.46027778,URUÇUÍ,PI,BRASIL,***,10,13,SIM,FINALIZADA,A-044/CENIPA/2018,SIM,6/25/2018,1,1,NÃO,3/10/2018 0:00,3,2018,1/1/1900 13:35,2018-03
2865,77741,77741,77741,77741,77741,ACIDENTE,-23.89027778,-52.71722222,CIANORTE,PR,BRASIL,***,11,12,SIM,FINALIZADA,A-043/CENIPA/2018,SIM,11/16/2021,1,1,NÃO,3/11/2018 0:00,3,2018,1/1/1900 12:25,2018-03
2866,77740,77740,77740,77740,77740,INCIDENTE,-23.50666667,-46.63388889,SÃO PAULO,SP,BRASIL,SBMT,11,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/11/2018 0:00,3,2018,1/1/1900 17:30,2018-03
2867,77736,77736,77736,77736,77736,INCIDENTE,-23.00694444,-47.13444444,CAMPINAS,SP,BRASIL,SBKP,7,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/7/2018 0:00,3,2018,1/1/1900 16:50,2018-03
2868,77734,77734,77734,77734,77734,INCIDENTE GRAVE,-7.091666667,-34.882028,JOÃO PESSOA,PB,BRASIL,SNJO,7,18,SIM,FINALIZADA,,NÃO,,0,1,SIM,3/7/2018 0:00,3,2018,1/1/1900 18:00,2018-03
2869,77733,77733,77733,77733,77733,ACIDENTE,-12.62083333,-45.89277778,SÃO DESIDÉRIO,BA,BRASIL,***,7,17,SIM,FINALIZADA,A-041/CENIPA/2018,SIM,9/4/2018,3,1,NÃO,3/7/2018 0:00,3,2018,1/1/1900 17:10,2018-03
2870,77732,77732,77732,77732,77732,ACIDENTE,-26.3475,-48.7894444,JOINVILLE,SC,BRASIL,***,8,18,SIM,FINALIZADA,A-042/CENIPA/2018,SIM,4/8/2019,0,1,NÃO,3/8/2018 0:00,3,2018,1/1/1900 18:55,2018-03
2871,77731,77731,77731,77731,77731,ACIDENTE,-29.65916667,-53.28861111,AGUDO,RS,BRASIL,***,6,21,SIM,FINALIZADA,A-040/CENIPA/2018,SIM,12/18/2019,1,1,NÃO,3/6/2018 0:00,3,2018,1/1/1900 21:30,2018-03
2872,77730,77730,77730,77730,77730,INCIDENTE,-14.75,-56.35027778,NOBRES,MT,BRASIL,SWVZ,8,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/8/2018 0:00,3,2018,1/1/1900 14:30,2018-03
2873,77729,77729,77729,77729,77729,INCIDENTE GRAVE,-17.8588,-41.511,TEÓFILO OTONI,MG,BRASIL,SNTO,4,20,SIM,FINALIZADA,,NÃO,,0,1,NÃO,3/4/2018 0:00,3,2018,1/1/1900 20:40,2018-03
2874,77728,77728,77728,77728,77728,INCIDENTE GRAVE,-14.6213903,-57.4907268,TANGARÁ DA SERRA,MT,BRASIL,***,6,13,SIM,,,NÃO,,0,1,NÃO,3/6/2018 0:00,3,2018,1/1/1900 13:00,2018-03
2875,77726,77726,77726,77726,77726,ACIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,***,28,11,SIM,FINALIZADA,A-018/CENIPA/2018,SIM,5/29/2020,4,1,NÃO,1/28/2018 0:00,1,2018,1/1/1900 11:30,2018-01
2876,77724,77724,77724,77724,77724,ACIDENTE,-21.49777778,-49.23444444,NOVO HORIZONTE,SC,BRASIL,SDNH,19,10,SIM,FINALIZADA,A-029/CENIPA/2018,SIM,12/18/2019,2,1,SIM,2/19/2018 0:00,2,2018,1/1/1900 10:10,2018-02
2877,77719,77719,77719,77719,77719,INCIDENTE,-23.62611111,-46.65666667,SÃO PAULO,SP,BRASIL,SBSP,17,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/17/2018 0:00,2,2018,1/1/1900 19:46,2018-02
2878,77718,77718,77718,77718,77718,ACIDENTE,-15.136111,-49.114722,SANTA RITA DO NOVO DESTINO,GO,BRASIL,***,22,14,SIM,ATIVA,A-032/CENIPA/2018,NÃO,,0,1,NÃO,2/22/2018 0:00,2,2018,1/1/1900 14:00,2018-02
2879,77717,77717,77717,77717,77717,ACIDENTE,-23.31472222,-48.03,QUADRA,SP,BRASIL,**NI,25,14,SIM,FINALIZADA,A-034/CENIPA/2018,SIM,9/4/2018,1,1,SIM,2/25/2018 0:00,2,2018,1/1/1900 14:30,2018-02
2880,77716,77716,77716,77716,77716,INCIDENTE,-3.041111111,-60.05055556,MANAUS,AM,BRASIL,SBEG,24,21,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/24/2018 0:00,2,2018,1/1/1900 21:05,2018-02
2881,77710,77710,77710,77710,77710,ACIDENTE,-29.91,-50.2525,OSÓRIO,RS,BRASIL,***,4,14,SIM,FINALIZADA,A-513/CENIPA/2019,SIM,5/29/2020,0,1,NÃO,3/4/2018 0:00,3,2018,1/1/1900 14:43,2018-03
2882,77707,77707,77707,77707,77707,INCIDENTE,-23.50666667,-46.63388889,SÃO PAULO,SP,BRASIL,SBMT,9,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/9/2018 0:00,2,2018,1/1/1900 19:07,2018-02
2883,77705,77705,77705,77705,77705,INCIDENTE,-20.8125851,-49.3804212,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,SBSR,8,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/8/2018 0:00,2,2018,1/1/1900 18:00,2018-02
2884,77704,77704,77704,77704,77704,INCIDENTE,-23.50611111,-46.63388889,SÃO PAULO,SP,BRASIL,SBMT,1,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/1/2018 0:00,2,2018,1/1/1900 13:50,2018-02
2885,77703,77703,77703,77703,77703,INCIDENTE GRAVE,-22.4203497,-50.5792099,PARAGUAÇU PAULISTA,SP,BRASIL,***,14,15,SIM,FINALIZADA,,NÃO,,0,1,NÃO,2/14/2018 0:00,2,2018,1/1/1900 15:45,2018-02
2886,77702,77702,77702,77702,77702,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,1,21,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/1/2018 0:00,3,2018,1/1/1900 21:12,2018-03
2887,77701,77701,77701,77701,77701,INCIDENTE,-16.3625,-48.92805556,ANÁPOLIS,GO,BRASIL,SWNS,23,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/23/2018 0:00,1,2018,1/1/1900 19:00,2018-01
2888,77700,77700,77700,77700,77700,ACIDENTE,-3.071944444,-60.02888889,MANAUS,AM,BRASIL,***,22,13,SIM,FINALIZADA,A-031/CENIPA/2018,SIM,6/28/2019,2,1,NÃO,2/22/2018 0:00,2,2018,1/1/1900 13:10,2018-02
2889,77699,77699,77699,77699,77699,ACIDENTE,-28.67194444,-54.3075,ENTRE-IJUÍS,RS,BRASIL,***,26,19,SIM,FINALIZADA,A-035/CENIPA/2018,SIM,12/18/2019,0,1,NÃO,2/26/2018 0:00,2,2018,1/1/1900 19:30,2018-02
2890,77698,77698,77698,77698,77698,ACIDENTE,-19.59277778,-54.01333333,CAMAPUÃ,MS,BRASIL,***,15,14,SIM,FINALIZADA,A-027/CENIPA/2018,SIM,10/28/2019,0,1,NÃO,2/15/2018 0:00,2,2018,1/1/1900 14:40,2018-02
2891,77697,77697,77697,77697,77697,ACIDENTE,-6.841666667,-56.83861111,ITAITUBA,PA,BRASIL,SNMD,23,21,SIM,FINALIZADA,A-016/CENIPA/2018,SIM,9/24/2018,0,1,SIM,1/23/2018 0:00,1,2018,1/1/1900 21:00,2018-01
2892,77696,77696,77696,77696,77696,ACIDENTE,-6.838055556,-56.84277778,ITAITUBA,PA,BRASIL,SNMD,28,19,SIM,FINALIZADA,A038/CENIPA/2018,SIM,6/25/2018,0,1,SIM,2/28/2018 0:00,2,2018,1/1/1900 19:30,2018-02
2893,77695,77695,77695,77695,77695,INCIDENTE GRAVE,-15.86916667,-47.92083333,BRASÍLIA,DF,BRASIL,SBBR,22,11,SIM,FINALIZADA,IG-030/CENIPA/2018,SIM,6/28/2019,2,1,NÃO,2/22/2018 0:00,2,2018,1/1/1900 11:00,2018-02
2894,77694,77694,77694,77694,77694,INCIDENTE,-23.62,-46.65,SÃO PAULO,SP,BRASIL,SBSP,26,22,SIM,FINALIZADA,,NÃO,,0,1,NÃO,2/26/2018 0:00,2,2018,1/1/1900 22:30,2018-02
2895,77693,77693,77693,77693,77693,ACIDENTE,-14.6213903,-57.4907268,TANGARÁ DA SERRA,MT,BRASIL,***,22,14,SIM,FINALIZADA,A-033/CENIPA/2018,SIM,12/18/2019,1,1,NÃO,2/22/2018 0:00,2,2018,1/1/1900 14:00,2018-02
2896,77691,77691,77691,77691,77691,ACIDENTE,-20.715,-52.62,BRASILÂNDIA,MS,BRASIL,***,27,12,SIM,FINALIZADA,A-037/CENIPA/2018,SIM,2/9/2022,0,1,NÃO,2/27/2018 0:00,2,2018,1/1/1900 12:40,2018-02
2897,77690,77690,77690,77690,77690,ACIDENTE,-10.01722222,-67.7125,RIO BRANCO,AC,BRASIL,***,11,13,SIM,FINALIZADA,A-024/CENIPA/2018,SIM,3/11/2019,0,1,NÃO,2/11/2018 0:00,2,2018,1/1/1900 13:30,2018-02
2898,77689,77689,77689,77689,77689,INCIDENTE GRAVE,-11.11361111,-57.19027778,JUARA,MT,BRASIL,***,25,12,SIM,FINALIZADA,IG-063/CENIPA/2018,SIM,10/28/2019,0,1,SIM,1/25/2018 0:00,1,2018,1/1/1900 12:30,2018-01
2899,77688,77688,77688,77688,77688,INCIDENTE GRAVE,-22.9520235,-46.5418586,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,3,15,SIM,,,NÃO,,0,1,NÃO,2/3/2018 0:00,2,2018,1/1/1900 15:00,2018-02
2900,77687,77687,77687,77687,77687,ACIDENTE,-21.4192406,-50.0765588,PENÁPOLIS,SP,BRASIL,***,7,12,SIM,FINALIZADA,A-021/CENIPA/2018,SIM,9/17/2021,3,1,NÃO,2/7/2018 0:00,2,2018,1/1/1900 12:10,2018-02
2901,77686,77686,77686,77686,77686,ACIDENTE,-29.26833333,-51.53222222,GARIBALDI,RS,BRASIL,SSGA,19,18,SIM,FINALIZADA,A-013/CENIPA/2018,SIM,12/18/2019,0,1,NÃO,1/19/2018 0:00,1,2018,1/1/1900 18:35,2018-01
2902,77685,77685,77685,77685,77685,ACIDENTE,-23.58305556,-48.175,ITAPETININGA,SP,BRASIL,***,12,21,SIM,FINALIZADA,A-025/CENIPA/2018,SIM,5/10/2018,1,1,NÃO,2/12/2018 0:00,2,2018,1/1/1900 21:30,2018-02
2903,77684,77684,77684,77684,77684,ACIDENTE,-32.14972222,-52.77944444,ARROIO GRANDE,RS,BRASIL,5JTI,26,9,SIM,FINALIZADA,A-017/CENIPA/2018,SIM,12/18/2019,2,1,SIM,1/26/2018 0:00,1,2018,1/1/1900 9:00,2018-01
2904,77682,77682,77682,77682,77682,INCIDENTE,-1.45056,-48.4682453,BELÉM,PA,BRASIL,SBBE,10,23,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/10/2018 0:00,1,2018,1/1/1900 23:39,2018-01
2905,77680,77680,77680,77680,77680,ACIDENTE,-26.2675,-51.02583333,PORTO UNIÃO,SC,BRASIL,***,17,18,SIM,,,NÃO,,0,1,NÃO,2/17/2018 0:00,2,2018,1/1/1900 18:30,2018-02
2906,77679,77679,77679,77679,77679,ACIDENTE,-28.32527778,-52.52972222,PASSO FUNDO,RS,BRASIL,***,14,17,SIM,FINALIZADA,,SIM,12/18/2019,0,1,NÃO,2/14/2018 0:00,2,2018,1/1/1900 17:15,2018-02
2907,77678,77678,77678,77678,77678,ACIDENTE,-8.08805556,-34.8848193,RECIFE,PE,BRASIL,***,23,9,,FINALIZADA,A-015/CENIPA/2018,SIM,10/29/2020,9,1,NÃO,1/23/2018 0:00,1,2018,1/1/1900 9:05,2018-01
2908,77676,77676,77676,77676,77676,INCIDENTE,-1.45056,-48.4682453,BELÉM,PA,BRASIL,SBBE,21,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/21/2018 0:00,1,2018,1/1/1900 16:40,2018-01
2909,77675,77675,77675,77675,77675,ACIDENTE,-32.06444444,-52.78083333,ARROIO GRANDE,RS,BRASIL,***,8,15,SIM,FINALIZADA,A-022/CENIPA/2018,SIM,3/11/2020,2,1,NÃO,2/8/2018 0:00,2,2018,1/1/1900 15:30,2018-02
2910,77673,77673,77673,77673,77673,INCIDENTE GRAVE,-28.24416667,-52.32833333,PASSO FUNDO,RS,BRASIL,SBPF,28,11,SIM,FINALIZADA,,NÃO,,0,1,SIM,2/28/2018 0:00,2,2018,1/1/1900 11:00,2018-02
2911,77672,77672,77672,77672,77672,ACIDENTE,-11.5991666,-46.0269444,FORMOSA DO RIO PRETO,BA,BRASIL,SNFS,13,10,SIM,FINALIZADA,A-007/CENIPA/2018,SIM,6/25/2018,0,1,SIM,1/13/2018 0:00,1,2018,1/1/1900 10:50,2018-01
2912,77670,77670,77670,77670,77670,ACIDENTE,-4.2625218,-55.9878139,ITAITUBA,PA,BRASIL,***,7,15,SIM,FINALIZADA,A-020/CENIPA/2018,SIM,4/22/2020,2,1,NÃO,2/7/2018 0:00,2,2018,1/1/1900 15:30,2018-02
2913,77667,77667,77667,77667,77667,ACIDENTE,-12.6,-51.57994504,RIBEIRÃO CASCALHEIRA,MT,BRASIL,***,9,14,SIM,FINALIZADA,A-023/CENIPA/2018,SIM,5/29/2020,1,1,NÃO,2/9/2018 0:00,2,2018,1/1/1900 14:00,2018-02
2914,77666,77666,77666,77666,77666,ACIDENTE,-29.57333333,-54.34666667,MATA,RS,BRASIL,***,1,18,SIM,FINALIZADA,A-019/CENIPA/2018,SIM,9/4/2018,0,1,NÃO,2/1/2018 0:00,2,2018,1/1/1900 18:10,2018-02
2915,77663,77663,77663,77663,77663,ACIDENTE,-18.4864065,-49.9887805,INACIOLÂNDIA,GO,BRASIL,***,26,12,SIM,FINALIZADA,A-064/CENIPA/2018,SIM,12/18/2019,1,1,SIM,1/26/2018 0:00,1,2018,1/1/1900 12:20,2018-01
2916,77661,77661,77661,77661,77661,INCIDENTE,-20.25805556,-40.28638889,VITÓRIA,ES,BRASIL,SBVT,7,7,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/7/2018 0:00,2,2018,1/1/1900 7:37,2018-02
2917,77660,77660,77660,77660,77660,ACIDENTE,-13.11694444,-46.25194444,SÃO DESIDÉRIO,BA,BRASIL,***,18,19,SIM,FINALIZADA,A-028/CENIPA/2018,SIM,3/11/2019,2,1,NÃO,2/18/2018 0:00,2,2018,1/1/1900 19:15,2018-02
2918,77657,77657,77657,77657,77657,ACIDENTE,-16.685,-39.5269444,ITABELA,BA,BRASIL,***,18,11,SIM,FINALIZADA,A-010/CENIPA/2018,SIM,5/10/2018,0,1,NÃO,1/18/2018 0:00,1,2018,1/1/1900 11:15,2018-01
2919,77656,77656,77656,77656,77656,INCIDENTE,-20.4640173,-54.6162947,CAMPO GRANDE,MS,BRASIL,SBCG,18,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/18/2018 0:00,1,2018,1/1/1900 20:28,2018-01
2920,77653,77653,77653,77653,77653,ACIDENTE,-20.3297037,-40.2920174,VILA VELHA,ES,BRASIL,SIVU,21,15,SIM,FINALIZADA,A-014/CENIPA/2018,SIM,9/17/2021,1,1,SIM,1/21/2018 0:00,1,2018,1/1/1900 15:40,2018-01
2921,77650,77650,77650,77650,77650,ACIDENTE,-21.68888889,-43.34444444,JUIZ DE FORA,MG,BRASIL,SBJF,18,13,SIM,FINALIZADA,A-011/CENIPA/2018,SIM,11/3/2022,0,1,SIM,1/18/2018 0:00,1,2018,1/1/1900 13:30,2018-01
2922,77649,77649,77649,77649,77649,ACIDENTE,-27.90361111,-52.51305556,QUATRO IRMÃOS,RS,BRASIL,***,19,17,SIM,FINALIZADA,A-012/CENIPA/2018,SIM,6/25/2018,2,1,NÃO,1/19/2018 0:00,1,2018,1/1/1900 17:40,2018-01
2923,77643,77643,77643,77643,77643,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,17,9,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/17/2018 0:00,1,2018,1/1/1900 9:05,2018-01
2924,77642,77642,77642,77642,77642,ACIDENTE,-19.3816944,-40.0612213,LINHARES,ES,BRASIL,***,13,17,SIM,ATIVA,A-006/CENIPA/2018,NÃO,,0,1,NÃO,1/13/2018 0:00,1,2018,1/1/1900 17:30,2018-01
2925,77641,77641,77641,77641,77641,INCIDENTE,-14.8567487,-40.8414804,VITÓRIA DA CONQUISTA,BA,BRASIL,SBVC,15,23,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/15/2018 0:00,1,2018,1/1/1900 23:30,2018-01
2926,77640,77640,77640,77640,77640,ACIDENTE,-3.928055556,-38.36861111,AQUIRAZ,CE,BRASIL,***,15,12,SIM,FINALIZADA,A-009/CENIPA/2018,SIM,7/27/2018,0,1,NÃO,1/15/2018 0:00,1,2018,1/1/1900 12:43,2018-01
2927,77639,77639,77639,77639,77639,ACIDENTE,-31.0225,-54.621666,DOM PEDRITO,RS,BRASIL,SSFC,10,16,SIM,FINALIZADA,A-004/CENIPA/2018,SIM,1/29/2019,4,1,NÃO,1/10/2018 0:00,1,2018,1/1/1900 16:20,2018-01
2928,77638,77638,77638,77638,77638,ACIDENTE,-31.0225,-54.621666,DOM PEDRITO,RS,BRASIL,SSFC,10,12,SIM,FINALIZADA,A-005/CENIPA/2018,SIM,12/19/2018,4,1,NÃO,1/10/2018 0:00,1,2018,1/1/1900 12:00,2018-01
2929,77637,77637,77637,77637,77637,INCIDENTE,-29.17138889,-51.55916667,BENTO GONÇALVES,RS,BRASIL,***,11,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/11/2018 0:00,1,2018,1/1/1900 11:14,2018-01
2930,77636,77636,77636,77636,77636,ACIDENTE,-23.19,-46.94,JUNDIAÍ,SP,BRASIL,SBJD,14,10,SIM,FINALIZADA,A-008/CENIPA/2018,SIM,8/19/2021,1,1,NÃO,1/14/2018 0:00,1,2018,1/1/1900 10:18,2018-01
2931,77632,77632,77632,77632,77632,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,12,6,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/12/2018 0:00,1,2018,1/1/1900 6:00,2018-01
2932,77631,77631,77631,77631,77631,INCIDENTE,-19.9225776,-43.9451356,BELO HORIZONTE,MG,BRASIL,SBBH,4,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/4/2018 0:00,1,2018,1/1/1900 16:08,2018-01
2933,77630,77630,77630,77630,77630,ACIDENTE,-31.19388889,-51.865,SÃO LOURENÇO DO SUL,RS,BRASIL,***,10,12,SIM,FINALIZADA,A-003/CENIPA/2018,SIM,4/22/2020,2,1,NÃO,1/10/2018 0:00,1,2018,1/1/1900 12:00,2018-01
2934,77627,77627,77627,77627,77627,INCIDENTE,-23.33027778,-51.13666667,LONDRINA,PR,BRASIL,SBLO,5,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/5/2018 0:00,1,2018,1/1/1900 16:20,2018-01
2935,77622,77622,77622,77622,77622,INCIDENTE,-22.81,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,SBGL,5,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/5/2018 0:00,1,2018,1/1/1900 19:00,2018-01
2936,77617,77617,77617,77617,77617,INCIDENTE,-20.4640173,-54.6162947,CAMPO GRANDE,MS,BRASIL,SBCG,4,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/4/2018 0:00,1,2018,1/1/1900 20:44,2018-01
2937,77616,77616,77616,77616,77616,INCIDENTE GRAVE,-16.443473,-39.064251,PORTO SEGURO,BA,BRASIL,***,4,20,SIM,FINALIZADA,,NÃO,,0,1,NÃO,1/4/2018 0:00,1,2018,1/1/1900 20:45,2018-01
2938,77614,77614,77614,77614,77614,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,5,3,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,1/5/2018 0:00,1,2018,1/1/1900 3:17,2018-01
